Time,Price,Volume
1775626866.7092,3837,41240700
1775626868.71168,3837,41242000
1775626870.71125,3837,41242600
1775626872.71124,3838,41243300
1775626874.72707,3838,41243400
1775626876.72851,3838,41243500
1775626878.73317,3838,41244100
1775626880.72321,3838,41244200
1775626882.72521,3838,41244200
1775626884.73296,3840,41251600
1775626886.72751,3840,41253300
1775626888.7454,3840,41254900
1775626890.75191,3839,41255000
1775626892.75394,3839,41255900
1775626894.75341,3840,41261600
1775626896.76712,3840,41261600
1775626898.77209,3838,41261700
1775626900.78915,3839,41263600
1775626902.79092,3839,41264000
1775626904.81469,3839,41264700
1775626906.81913,3838,41267300
1775626908.84249,3839,41268400
1775626910.83167,3838,41272400
1775626912.84681,3838,41272400
1775626914.86027,3838,41277300
1775626916.87282,3839,41277500
1775626918.88773,3839,41279200
1775626920.88839,3839,41279200
1775626922.891,3839,41280300
1775626924.87791,3839,41280300
1775626926.87849,3839,41280500
1775626928.88428,3839,41280500
1775626930.87768,3839,41280600
1775626932.89682,3840,41282300
1775626934.91253,3840,41282300
1775626936.92876,3840,41282300
1775626938.94778,3840,41291200
1775626940.96152,3840,41291300
1775626942.97783,3841,41294800
1775626944.97575,3841,41296500
1775626946.97832,3841,41296500
1775626948.99731,3840,41299800
1775626951.00712,3840,41299800
1775626953.01607,3841,41299900
1775626955.00415,3841,41302300
1775626957.00829,3841,41302300
1775626959.02092,3841,41302400
1775626961.03474,3841,41302500
1775626963.04875,3841,41302500
1775626965.06259,3841,41303500
1775626967.06229,3842,41304000
1775626969.0638,3842,41304000
1775626971.07833,3842,41304000
1775626973.0821,3842,41304000
1775626975.09678,3841,41304700
1775626977.11105,3842,41306400
1775626979.11669,3842,41311600
1775626981.1357,3842,41315400
1775626983.14246,3842,41315900
1775626985.14484,3842,41315900
1775626987.16283,3842,41316000
1775626989.18069,3842,41316000
1775626991.19547,3842,41316000
1775626993.21123,3841,41316800
1775626995.21349,3841,41316900
1775626997.21894,3842,41317000
1775626999.20824,3841,41317200
1775627001.21775,3843,41339900
1775627003.20607,3843,41340000
1775627005.21131,3842,41340700
1775627007.21224,3842,41342700
1775627009.23106,3842,41342700
1775627011.23167,3842,41345100
1775627013.236,3842,41345800
1775627015.26308,3842,41346400
1775627017.26515,3843,41352200
1775627019.25523,3843,41352200
1775627021.25915,3843,41363500
1775627023.26221,3844,41363700
1775627025.25203,3844,41364900
1775627027.25666,3842,41367900
1775627029.2723,3843,41368600
1775627031.27815,3842,41369000
1775627033.26839,3842,41369000
1775627035.27448,3842,41369900
1775627037.293,3842,41370000
1775627039.29475,3843,41370900
1775627041.30183,3841,41382000
1775627043.30053,3841,41382000
1775627045.31522,3842,41382200
1775627047.32626,3842,41382200
1775627049.3302,3842,41382700
1775627051.35977,3841,41385100
1775627053.34595,3841,41386300
1775627055.36101,3842,41387900
1775627057.36203,3843,41395300
1775627059.37995,3843,41396300
1775627061.3826,3843,41396400
1775627063.39112,3843,41396400
1775627065.37849,3843,41396700
1775627067.3843,3843,41400100
1775627069.38965,3843,41400100
1775627071.39159,3842,41403300
1775627073.39236,3842,41403500
1775627075.39432,3842,41403500
1775627077.40853,3842,41403500
1775627079.40922,3842,41405900
1775627081.42208,3842,41406000
1775627083.40857,3842,41406300
1775627085.4279,3842,41406300
